name,name_kana,prefecture,attr
北池野,きたいけの,21,cool
美濃本郷,みのほんごう,21,cool
揖斐,いび,21,cool
函南,かんなみ,22,cool
三島,みしま,22,cool
片浜,かたはま,22,cool
原(静岡),はら,22,cool
東田子の浦,ひがしたごのうら,22,cool
吉原,よしわら,22,cool
富士川,ふじかわ,22,cool
新蒲原,しんかんばら,22,cool
蒲原,かんばら,22,cool
由比,ゆい,22,cool
興津,おきつ,22,cool
清水(静岡),しみず,22,cool
草薙,くさなぎ,22,cool
東静岡,ひがししずおか,22,cool
静岡,しずおか,22,cool
安倍川,あべかわ,22,heat
用宗,もちむね,22,heat
焼津,やいづ,22,heat
西焼津,にしやいづ,22,heat
藤枝,ふじえだ,22,heat
六合,ろくごう,22,heat
島田(静岡),しまだ,22,heat
金谷,かなや,22,heat
菊川(静岡),きくがわ,22,heat
掛川,かけがわ,22,eco
愛野(静岡),あいの,22,eco
袋井,ふくろい,22,eco
磐田,いわた,22,eco
豊田町,とよだちょう,22,eco
天竜川,てんりゅうがわ,22,eco
来宮,きのみや,22,cool
伊豆多賀,いずたが,22,cool
網代,あじろ,22,heat
宇佐美,うさみ,22,heat
伊東,いとう,22,eco
南伊東,みなみいとう,22,eco
川奈,かわな,22,eco
富戸,ふと,22,heat
城ヶ崎海岸,じょうがさきかいがん,22,heat
伊豆高原,いずこうげん,22,heat
伊豆大川,いずおおかわ,22,heat
伊豆北川,いずほっかわ,22,heat
伊豆熱川,いずあたがわ,22,cool
片瀬白田,かたせしらた,22,cool
伊豆稲取,いずいなとり,22,cool
今井浜海岸,いまいはまかいがん,22,cool
河津,かわづ,22,cool
稲梓,いなずさ,22,cool
蓮台寺,れんだいじ,22,cool
伊豆急下田,いずきゅうしもだ,22,cool
三島広小路,みしまひろこうじ,22,cool
三島田町,みしまたまち,22,cool
三島二日町,みしまふつかまち,22,cool
大場,だいば,22,cool
伊豆仁田,いずにった,22,cool
原木,ばらき,22,cool
韮山,にらやま,22,heat
伊豆長岡,いずながおか,22,heat
田京,たきょう,22,heat
大仁,おおひと,22,heat
牧之郷,まきのこう,22,eco
修善寺,しゅぜんじ,22,eco
ジヤトコ前（ジヤトコ１地区前）,じゃとこまえ,22,cool
吉原本町,よしわらほんちょう,22,cool
本吉原,ほんよしわら,22,cool
岳南原田,がくなんはらだ,22,cool
比奈,ひな,22,heat
岳南富士岡,がくなんふじおか,22,heat
須津,すど,22,heat
神谷,かみや,22,eco
岳南江尾,がくなんえのお,22,eco
新静岡,しんしずおか,22,eco
日吉町,ひよしちょう,22,eco
音羽町,おとわちょう,22,eco
春日町,かすがちょう,22,eco
柚木(静岡鉄道),ゆのき,22,eco
長沼(静岡),ながぬま,22,eco
古庄,ふるしょう,22,eco
県総合運動場,けんそうごううんどうじょう,22,eco
県立美術館前,けんりつびじゅつかんまえ,22,cool
御門台,みかどだい,22,cool
狐ヶ崎,きつねがさき,22,cool
桜橋(静岡),さくらばし,22,heat
入江岡,いりえおか,22,heat
新清水,しんしみず,22,heat
掛川市役所前,かけがわしやくしょまえ,22,eco
西掛川,にしかけがわ,22,eco
桜木(静岡),さくらぎ,22,eco
いこいの広場,いこいのひろば,22,eco
細谷(静岡),ほそや,22,eco
原谷,はらのや,22,eco
原田(静岡),はらだ,22,eco
戸綿,とわた,22,eco
遠州森,えんしゅうもり,22,eco
森町病院前,もりまちびょういんまえ,22,eco
円田,えんでん,22,eco
遠江一宮,とおとうみいちのみや,22,eco
敷地,しきじ,22,eco
豊岡(静岡),とよおか,22,eco
上野部,かみのべ,22,eco
天竜二俣,てんりゅうふたまた,22,eco
二俣本町,ふたまたほんまち,22,eco
西鹿島,にしかじま,22,eco
岩水寺,がんすいじ,22,eco
宮口,みやぐち,22,cool
フルーツパーク,ふるーつぱーく,22,cool
都田,みやこだ,22,cool
常葉大学前,とこはだいがくまえ,22,cool
金指,かなさし,22,cool
岡地,おかじ,22,cool
気賀,きが,22,cool
西気賀,にしきが,22,cool
寸座,すんざ,22,cool
浜名湖佐久米,はまなこさくめ,22,cool
東都筑,ひがしつづき,22,cool
都筑,つづき,22,cool
三ヶ日,みっかび,22,heat
奥浜名湖,おくはまなこ,22,heat
尾奈,おな,22,heat
知波田,ちばた,22,heat
大森(静岡),おおもり,22,heat
アスモ前,あすもまえ,22,heat
第一通り,だいいちどおり,22,heat
遠州病院,えんしゅうびょういん,22,heat
八幡(静岡),はちまん,22,heat
助信,すけのぶ,22,heat
曳馬,ひくま,22,heat
上島,かみじま,22,heat
自動車学校前,じどうしゃがっこうまえ,22,heat
さぎの宮,さぎのみや,22,heat
積志,せきし,22,cool
遠州西ヶ崎,えんしゅうにしがさき,22,cool
遠州小松,えんしゅうこまつ,22,cool
浜北,はまきた,22,cool
美薗中央公園,みそのちゅうおうこうえん,22,cool
遠州小林,えんしゅうこばやし,22,cool
遠州芝本,えんしゅうしばもと,22,eco
遠州岩水寺,えんしゅうがんすいじ,22,eco
新金谷,しんかなや,22,heat
代官町,だいかんちょう,22,heat
日切,ひぎり,22,heat
五和,ごか,22,heat
神尾,かみお,22,heat
福用,ふくよう,22,heat
大和田(静岡),おわだ,22,heat
家山,いえやま,22,heat
抜里,ぬくり,22,heat
川根温泉笹間渡,かわねおんせんささまど,22,cool
地名,じな,22,cool
塩郷,しおごう,22,cool
下泉,しもいずみ,22,cool
田野口,たのくち,22,cool
駿河徳山,するがとくやま,22,cool
青部,あおべ,22,eco
崎平,さきだいら,22,eco
千頭,せんず,22,eco
川根両国,かわねりょうごく,22,heat
沢間,さわま,22,heat
土本,どもと,22,heat
川根小山,かわねこやま,22,heat
奥泉,おくいずみ,22,heat
アプトいちしろ,あぷといちしろ,22,heat
長島ダム,ながしまだむ,22,cool
ひらんだ,ひらんだ,22,cool
奥大井湖上,おくおおいこじょう,22,cool
接岨峡温泉,せっそきょうおんせん,22,cool
尾盛,おもり,22,eco
閑蔵,かんぞう,22,eco
井川,いかわ,22,eco
尾張森岡,おわりもりおか,23,heat
緒川,おがわ,23,heat
石浜,いしはま,23,heat
東浦,ひがしうら,23,heat
亀崎,かめざき,23,cool
乙川,おっかわ,23,cool
半田,はんだ,23,cool
東成岩,ひがしならわ,23,eco
武豊,たけとよ,23,eco
八田,はった,23,heat
近鉄八田,きんてつはった,23,cool
春田,はるた,23,heat
蟹江,かにえ,23,cool
永和,えいわ,23,cool
弥富,やとみ,23,cool
近鉄弥富,きんてつやとみ,23,eco
長島,ながしま,24,cool
近鉄長島,きんてつながしま,24,eco
朝日,あさひ,24,cool
富田(三重),とみだ,24,cool
富田浜,とみだはま,24,cool
四日市,よっかいち,24,cool
南四日市,みなみよっかいち,24,eco
河原田,かわらだ,24,eco
河曲,かわの,24,eco
加佐登,かさど,24,eco
井田川,いだがわ,24,heat
亀山(三重),かめやま,24,cool
八幡(愛知),やわた,23,heat
諏訪町,すわちょう,23,heat
稲荷口,いなりぐち,23,cool
北安城,きたあんじょう,23,heat
南安城,みなみあんじょう,23,heat
碧海古井,へきかいふるい,23,heat
堀内公園,ほりうちこうえん,23,heat
桜井(愛知),さくらい,23,heat
南桜井(愛知),みなみさくらい,23,heat
米津,よねづ,23,cool
桜町前,さくらまちまえ,23,cool
西尾口,にしおぐち,23,cool
西尾,にしお,23,cool
福地,ふくち,23,eco
上横須賀,かみよこすか,23,eco
吉良吉田,きらよしだ,23,eco
三河鳥羽,みかわとば,23,heat
西幡豆,にしはず,23,heat
東幡豆,ひがしはず,23,heat
こどもの国(愛知),こどものくに,23,heat
西浦,にしうら,23,cool
形原,かたはら,23,cool
三河鹿島,みかわかしま,23,cool
碧南,へきなん,23,heat
碧南中央,へきなんちゅうおう,23,heat
新川町(愛知),しんかわまち,23,heat
北新川,きたしんかわ,23,heat
高浜港,たかはまみなと,23,heat
三河高浜,みかわたかはま,23,heat
吉浜(愛知),よしはま,23,heat
小垣江,おがきえ,23,heat
刈谷市,かりやし,23,heat
重原,しげはら,23,heat
三河知立,みかわちりゅう,23,cool
三河八橋,みかわやつはし,23,cool
若林(愛知),わかばやし,23,cool
竹村,たけむら,23,cool
土橋(愛知),つちはし,23,cool
上挙母,うわごろも,23,cool
豊田市,とよたし,23,cool
梅坪,うめつぼ,23,eco
越戸,こしど,23,eco
平戸橋,ひらとばし,23,eco
猿投,さなげ,23,eco
上豊田,かみとよた,23,heat
浄水,じょうすい,23,heat
三好ヶ丘,みよしがおか,23,cool
黒笹,くろざさ,23,cool
米野木,こめのき,23,cool
日進(愛知),にっしん,23,eco
赤池(愛知),あかいけ,23,eco
常滑,とこなめ,23,eco
りんくう常滑,りんくうとこなめ,23,cool
中部国際空港,ちゅうぶこくさいくうこう,23,eco
豊田本町,とよだほんまち,23,heat
道徳,どうとく,23,heat
大江(愛知),おおえ,23,heat
大同町,だいどうちょう,23,heat
柴田,しばた,23,heat
名和(愛知),なわ,23,heat
聚楽園,しゅうらくえん,23,heat
新日鉄前,しんにってつまえ,23,heat
太田川,おおたがわ,23,heat
尾張横須賀,おわりよこすか,23,cool
寺本,てらもと,23,cool
朝倉(愛知),あさくら,23,cool
古見(愛知),こみ,23,cool
長浦(愛知),ながうら,23,cool
日長,ひなが,23,cool
新舞子,しんまいこ,23,cool
大野町,おおのまち,23,cool
西ノ口,にしのくち,23,eco
蒲池(愛知),かばいけ,23,eco
榎戸(愛知),えのきど,23,eco
多屋,たや,23,eco
高横須賀,たかよこすか,23,heat
南加木屋,みなみかぎや,23,heat
八幡新田,やわたしんでん,23,heat
巽ヶ丘,たつみがおか,23,heat
白沢(愛知),しらさわ,23,heat
坂部,さかべ,23,heat
阿久比,あぐい,23,heat
植大,うえだい,23,heat
半田口,はんだぐち,23,heat
住吉町,すみよしちょう,23,cool
知多半田,ちたはんだ,23,cool
成岩,ならわ,23,cool
青山(愛知),あおやま,23,cool
上ゲ,あげ,23,cool
知多武豊,ちたたけとよ,23,eco
富貴,ふき,23,eco
河和口,こうわぐち,23,eco
河和,こうわ,23,eco
上野間,かみのま,23,heat
美浜緑苑,みはまりょくえん,23,heat
知多奥田,ちたおくだ,23,cool
野間,のま,23,cool
内海(愛知),うつみ,23,eco
東名古屋港,ひがしなごやこう,23,heat
栄町(愛知),さかえまち,23,cool
栄(愛知),さかえ,23,eco
東大手,ひがしおおて,23,cool
清水(愛知),しみず,23,cool
尼ヶ坂,あまがさか,23,cool
森下(愛知),もりした,23,cool
矢田(愛知),やだ,23,cool
守山自衛隊前,もりやまじえいたいまえ,23,cool
守山(愛知),もりやま,23,eco
瓢箪山(愛知),ひょうたんやま,23,cool
小幡,おばた,23,cool
喜多山(愛知),きたやま,23,heat
大森・金城学院前,おおもり・きんじょうがくいんまえ,23,heat
印場,いんば,23,heat
旭前,あさひまえ,23,heat
尾張旭,おわりあさひ,23,heat
三郷(愛知),さんごう,23,heat
水野,みずの,23,eco
新瀬戸,しんせと,23,eco
瀬戸市,せとし,23,eco
瀬戸市役所前,せとしやくしょまえ,23,eco
尾張瀬戸,おわりせと,23,eco
甚目寺,じもくじ,23,cool
七宝,しっぽう,23,cool
木田,きだ,23,cool
青塚,あおつか,23,heat
勝幡,しょばた,23,heat
藤浪,ふじなみ,23,heat
津島,つしま,23,cool
五ノ三,ごのさん,23,cool
佐屋,さや,23,cool
日比野(名古屋鉄道),ひびの,23,cool
町方,まちかた,23,cool
六輪,ろくわ,23,cool
渕高,ふちだか,23,cool
丸渕,まるぶち,23,cool
上丸渕,かみまるぶち,23,cool
森上,もりかみ,23,cool
山崎(愛知),やまざき,23,heat
玉野,たまの,23,heat
萩原(愛知),はぎわら,23,heat
二子,ふたご,23,heat
苅安賀,かりやすか,23,heat
観音寺(愛知),かんのんじ,23,heat
西一宮,にしいちのみや,23,eco
開明,かいめい,23,eco
奥町,おくちょう,23,eco
玉ノ井,たまのい,23,eco
上飯田,かみいいだ,23,cool
味鋺,あじま,23,cool
味美(名古屋鉄道),あじよし,23,cool
春日井(名古屋鉄道),かすがい,23,cool
牛山,うしやま,23,cool
間内,まない,23,cool
小牧口,こまきぐち,23,cool
小牧,こまき,23,heat
小牧原,こまきはら,23,heat
味岡,あじおか,23,heat
田県神社前,たがたじんじゃまえ,23,heat
楽田,がくでん,23,eco
羽黒(愛知),はぐろ,23,eco
米野,こめの,23,cool
ささしまライブ,ささしまらいぶ,23,cool
黄金(愛知),こがね,23,cool
烏森,かすもり,23,cool
伏屋,ふしや,23,cool
戸田(愛知),とだ,23,heat
近鉄蟹江,きんてつかにえ,23,heat
富吉,とみよし,23,heat
佐古木,さこぎ,23,eco
益生,ますお,24,eco
伊勢朝日,いせあさひ,24,eco
川越富洲原,かわごえとみすはら,24,eco
近鉄富田,きんてつとみだ,24,eco
霞ヶ浦,かすみがうら,24,eco
阿倉川,あくらがわ,24,eco
川原町,かわらまち,24,eco
近鉄四日市（あすなろう四日市）,きんてつよっかいち（あすなろうよっかいち）,24,eco
新正,しんしょう,24,eco
海山道,みやまど,24,eco
塩浜,しおはま,24,eco
北楠,きたくす,24,eco
楠,くす,24,eco
長太ノ浦,なごのうら,24,eco
箕田,みだ,24,eco
伊勢若松,いせわかまつ,24,eco
千代崎,ちよざき,24,cool
白子,しろこ,24,cool
鼓ヶ浦,つづみがうら,24,cool
磯山,いそやま,24,cool
千里(三重),ちさと,24,cool
豊津上野,とよつうえの,24,cool
白塚,しらつか,24,cool
高田本山,たかだほんざん,24,cool
江戸橋,えどばし,24,cool
津,つ,24,heat
津新町,つしんまち,24,heat
南が丘,みなみがおか,24,heat
久居,ひさい,24,heat
桃園,ももぞの,24,heat
伊勢中川,いせなかがわ,24,heat
小本,こもと,23,cool
荒子,あらこ,23,cool
南荒子,みなみあらこ,23,cool
中島(愛知),なかじま,23,cool
名古屋競馬場前,なごやけいばじょうまえ,23,heat
荒子川公園,あらこがわこうえん,23,heat
稲永,いなえい,23,heat
野跡,のせき,23,eco
金城ふ頭,きんじょうふとう,23,eco
尾張星の宮,おわりほしのみや,23,cool
小田井,おたい,23,cool
比良(愛知),ひら,23,heat
味美(東海交通事業),あじよし,23,heat
六名,むつな,23,cool
北岡崎,きたおかざき,23,cool
大門(愛知),だいもん,23,cool
北野桝塚,きたのますづか,23,cool
三河上郷,みかわかみごう,23,cool
永覚,えかく,23,cool
末野原,すえのはら,23,cool
三河豊田,みかわとよた,23,cool
新上挙母,しんうわごろも,23,cool
新豊田,しんとよた,23,cool
愛環梅坪,あいかんうめつぼ,23,heat
四郷,しごう,23,heat
貝津,かいづ,23,heat
保見,ほみ,23,heat
篠原(愛知),ささばら,23,heat
八草,やくさ,23,heat
山口(愛知),やまぐち,23,eco
瀬戸口,せとぐち,23,eco
中水野,なかみずの,23,eco
藤が丘(愛知),ふじがおか,23,eco
はなみずき通,はなみずきどおり,23,eco
杁ヶ池公園,いりがいけこうえん,23,eco
長久手古戦場,ながくてこせんじょう,23,eco
芸大通,げいだいどおり,23,eco
公園西,こうえんにし,23,heat
愛・地球博記念公園,あい・ちきゅうはくきねんこうえん,23,heat
陶磁資料館南,とうじしりょうかんみなみ,23,heat
高畑,たかばた,23,eco
岩塚,いわつか,23,eco
中村公園,なかむらこうえん,23,eco
中村日赤,なかむらにっせき,23,eco
本陣,ほんじん,23,eco
亀島,かめじま,23,eco
伏見(愛知),ふしみ,23,eco
新栄町(愛知),しんさかえまち,23,eco
今池(愛知),いまいけ,23,heat
池下,いけした,23,heat
覚王山,かくおうざん,23,heat
本山(愛知),もとやま,23,heat
東山公園(愛知),ひがしやまこうえん,23,heat
星ヶ丘(愛知),ほしがおか,23,heat
一社,いっしゃ,23,cool
上社,かみやしろ,23,cool
本郷(愛知),ほんごう,23,cool
ナゴヤドーム前矢田,なごやどーむまえやだ,23,eco
平安通,へいあんどおり,23,eco
志賀本通,しがほんどおり,23,eco
黒川(愛知),くろかわ,23,eco
名城公園,めいじょうこうえん,23,eco
市役所,しやくしょ,23,eco
久屋大通,ひさやおおどおり,23,eco
矢場町,やばちょう,23,eco
上前津,かみまえづ,23,eco
東別院,ひがしべついん,23,eco
西高蔵,にしたかくら,23,eco
神宮西,じんぐうにし,23,heat
伝馬町,てんまちょう,23,heat
堀田(名古屋市交通局),ほりた,23,heat
妙音通,みょうおんどおり,23,heat
新瑞橋,あらたまばし,23,heat
瑞穂運動場東,みずほうんどうじょうひがし,23,heat
総合リハビリセンター,そうごうりはびりせんたー,23,heat
八事,やごと,23,heat
八事日赤,やごとにっせき,23,heat
名古屋大学,なごやだいがく,23,cool
自由ヶ丘,じゆうがおか,23,cool
茶屋ヶ坂,ちゃやがさか,23,cool
砂田橋,すなだばし,23,cool
日比野(名古屋市交通局),ひびの,23,eco
六番町,ろくばんちょう,23,eco
東海通,とうかいどおり,23,eco
港区役所,みなとくやくしょ,23,heat
築地口,つきじぐち,23,heat
名古屋港,なごやこう,23,cool
庄内緑地公園,しょうないりょくちこうえん,23,eco
庄内通,しょうないどおり,23,eco
浄心,じょうしん,23,eco
浅間町,せんげんちょう,23,eco
丸の内(愛知),まるのうち,23,eco
大須観音,おおすかんのん,23,eco
荒畑,あらはた,23,heat
御器所,ごきそ,23,heat
川名,かわな,23,heat
いりなか,いりなか,23,heat
塩釜口,しおがまぐち,23,heat
植田(名古屋市交通局),うえだ,23,cool
原(愛知),はら,23,cool
平針,ひらばり,23,cool
中村区役所,なかむらくやくしょ,23,eco
国際センター(愛知),こくさいせんたー,23,eco
高岳,たかおか,23,eco
車道,くるまみち,23,eco
吹上(愛知),ふきあげ,23,eco
桜山,さくらやま,23,heat
瑞穂区役所,みずほくやくしょ,23,heat
瑞穂運動場西,みずほうんどうじょうにし,23,heat
桜本町,さくらほんまち,23,heat
鶴里,つるさと,23,heat
野並,のなみ,23,cool
鳴子北,なるこきた,23,cool
相生山,あいおいやま,23,cool
神沢,かみさわ,23,cool
徳重,とくしげ,23,cool
柳生橋,やぎゅうばし,23,eco
小池,こいけ,23,eco
愛知大学前,あいちだいがくまえ,23,eco
南栄,みなみさかえ,23,eco
高師,たかし,23,eco
芦原,あしはら,23,eco
植田(豊橋鉄道),うえた,23,eco
向ヶ丘,むこうがおか,23,heat
大清水,おおしみず,23,heat
老津,おいつ,23,heat
杉山,すぎやま,23,heat
やぐま台,やぐまだい,23,heat
豊島,としま,23,cool
神戸(愛知),かんべ,23,cool
三河田原,みかわたはら,23,cool
駅前大通,えきまえおおどおり,23,eco
新川(愛知),しんかわ,23,eco
札木,ふだぎ,23,eco
市役所前(愛知),しやくしょまえ,23,eco
豊橋公園前,とよはしこうえんまえ,23,eco
東八町,ひがしはっちょう,23,eco
前畑,まえはた,23,heat
東田坂上,あずまださかうえ,23,heat
東田,あずまだ,23,heat
競輪場前(愛知),けいりんじょうまえ,23,heat
井原(愛知),いはら,23,cool
赤岩口,あかいわぐち,23,cool
運動公園前(愛知),うんどうこうえんまえ,23,cool
金屋,かなや,23,eco
川宮,かわみや,23,heat
川村(愛知),かわむら,23,heat
白沢渓谷,しらさわけいこく,23,heat
小幡緑地,おばたりょくち,23,cool
関(三重),せき,24,cool
加太(三重),かぶと,24,cool
柘植,つげ,24,cool
新堂,しんどう,24,eco
佐那具,さなぐ,24,eco
伊賀上野,いがうえの,24,heat
島ヶ原,しまがはら,24,heat
月ヶ瀬口,つきがせぐち,26,heat
大河原(京都),おおかわら,26,heat
笠置,かさぎ,26,cool
加茂(京都),かも,26,cool
下庄,しものしょう,24,cool
一身田,いしんでん,24,cool
阿漕,あこぎ,24,cool
高茶屋,たかちゃや,24,cool
六軒(三重),ろっけん,24,cool
松阪,まつさか,24,cool
徳和,とくわ,24,cool
多気,たき,24,cool
相可,おうか,24,cool
佐奈,さな,24,cool
栃原,とちはら,24,cool
川添,かわぞえ,24,cool
三瀬谷,みせだに,24,cool
滝原,たきはら,24,cool
阿曽,あそ,24,cool
伊勢柏崎,いせかしわざき,24,cool
大内山,おおうちやま,24,cool
梅ヶ谷,うめがだに,24,cool
紀伊長島,きいながしま,24,eco
三野瀬,みのせ,24,eco
船津(JR),ふなつ,24,eco
相賀,あいが,24,eco
尾鷲,おわせ,24,eco
大曽根浦,おおそねうら,24,eco
九鬼,くき,24,eco
三木里,みきさと,24,eco
賀田,かた,24,eco
二木島,にぎしま,24,eco
新鹿,あたしか,24,eco
波田須,はだす,24,eco
大泊,おおどまり,24,heat
熊野市,くまのし,24,heat
有井,ありい,24,heat
神志山,こうしやま,24,heat
紀伊市木,きいいちぎ,24,heat
阿田和,あたわ,24,heat
紀伊井田,きいいだ,24,heat
鵜殿,うどの,24,heat
新宮,しんぐう,30,cool
油日,あぶらひ,25,cool
甲賀,こうか,25,cool
寺庄,てらしょう,25,cool
甲南,こうなん,25,cool
貴生川,きぶかわ,25,eco
三雲,みくも,25,eco
甲西,こうせい,25,eco
石部,いしべ,25,eco
手原,てはら,25,heat
草津(滋賀),くさつ,25,heat
外城田,ときだ,24,cool
田丸,たまる,24,cool
宮川,みやがわ,24,cool
山田上口,やまだかみぐち,24,cool
伊勢市,いせし,24,eco
五十鈴ヶ丘,いすずがおか,24,eco
二見浦,ふたみのうら,24,eco
松下,まつした,24,eco
池の浦シーサイド,いけのうらしーさいど,24,heat
鳥羽,とば,24,cool
上ノ庄,かみのしょう,24,cool
権現前,ごんげんまえ,24,cool
伊勢八太,いせはた,24,cool
一志,いちし,24,cool
川合高岡,かわいたかおか,24,eco
井関,いせぎ,24,cool
伊勢大井,いせおおい,24,cool
伊勢川口,いせかわぐち,24,cool
関ノ宮,せきのみや,24,eco
家城,いえき,24,eco
伊勢竹原,いせたけはら,24,eco
伊勢鎌倉,いせかまくら,24,eco
伊勢八知,いせやち,24,eco
比津,ひつ,24,heat
伊勢奥津,いせおきつ,24,heat
大阪上本町,おおさかうえほんまち,27,heat
鶴橋,つるはし,27,cool
今里(近畿日本鉄道),いまざと,27,heat
布施,ふせ,27,heat
俊徳道,しゅんとくみち,27,heat
JR俊徳道,じぇいあーるしゅんとくみち,27,eco
長瀬,ながせ,27,heat
弥刀,みと,27,heat
久宝寺口,きゅうほうじぐち,27,heat
近鉄八尾,きんてつやお,27,heat
河内山本,かわちやまもと,27,heat
高安,たかやす,27,eco
恩智,おんぢ,27,eco
法善寺,ほうぜんじ,27,eco
堅下,かたしも,27,eco
安堂,あんどう,27,cool
河内国分,かわちこくぶ,27,cool
大阪教育大前,おおさかきょういくだいまえ,27,cool
関屋(奈良),せきや,29,eco
二上,にじょう,29,eco
近鉄下田,きんてつしもだ,29,eco
五位堂,ごいどう,29,eco
築山,つきやま,29,eco
大和高田,やまとたかだ,29,eco
松塚,まつづか,29,eco
真菅,ますが,29,eco
大和八木,やまとやぎ,29,heat
耳成,みみなし,29,heat
大福,だいふく,29,heat
桜井(奈良),さくらい,29,heat
大和朝倉,やまとあさくら,29,heat
長谷寺,はせでら,29,heat
榛原,はいばら,29,cool
室生口大野,むろうぐちおおの,29,cool
三本松(奈良),さんぼんまつ,29,cool
赤目口,あかめぐち,24,heat
名張,なばり,24,heat
桔梗が丘,ききょうがおか,24,heat
美旗,みはた,24,heat
伊賀神戸,いがかんべ,24,heat
青山町,あおやまちょう,24,heat
伊賀上津,いがこうづ,24,heat
西青山,にしあおやま,24,cool
東青山,ひがしあおやま,24,cool
榊原温泉口,さかきばらおんせんぐち,24,cool
大三,おおみつ,24,eco
伊勢石橋,いせいしばし,24,eco
中川原,なかがわら,24,eco
伊勢松本,いせまつもと,24,eco
伊勢川島,いせかわしま,24,eco
高角,たかつの,24,cool
桜(三重),さくら,24,cool
菰野,こもの,24,heat
中菰野,なかこもの,24,heat
大羽根園,おおばねえん,24,heat
湯の山温泉,ゆのやまおんせん,24,heat
伊勢中原,いせなかはら,24,heat
松ヶ崎(三重),まつがさき,24,heat
東松阪,ひがしまつさか,24,heat
櫛田,くしだ,24,heat
漕代,こいしろ,24,heat
斎宮,さいくう,24,eco
明星,みょうじょう,24,eco
明野,あけの,24,eco
小俣(三重),おばた,24,eco
宮町,みやまち,24,cool
宇治山田,うじやまだ,24,heat
五十鈴川,いすずがわ,24,heat
朝熊,あさま,24,eco
池の浦,いけのうら,24,eco
赤堀,あかほり,24,eco
日永,ひなが,24,eco
南日永,みなみひなが,24,eco
泊(三重),とまり,24,eco
追分(三重),おいわけ,24,cool
小古曽,おごそ,24,heat
内部,うつべ,24,heat
西日野,にしひの,24,heat
中之郷,なかのごう,24,cool
志摩赤崎,しまあかさき,24,cool
船津(近畿日本鉄道),ふなつ,24,cool
加茂(三重),かも,24,cool
松尾(三重),まつお,24,heat
白木,しらき,24,heat
五知,ごち,24,heat
沓掛,くつかけ,24,heat
上之郷,かみのごう,24,eco
志摩磯部,しまいそべ,24,eco
穴川(三重),あながわ,24,eco
志摩横山,しまよこやま,24,eco
鵜方,うがた,24,eco
志摩神明,しましんめい,24,eco
賢島,かしこじま,24,eco
柳,やなぎ,24,eco
鈴鹿市,すずかし,24,cool
三日市,みっかいち,24,cool
平田町,ひらたちょう,24,heat
大矢知,おおやち,24,eco
平津,へいづ,24,eco
暁学園前,あかつきがくえんまえ,24,eco
山城,やまじょう,24,eco
保々,ほぼ,24,eco
北勢中央公園口,ほくせいちゅうおうこうえんぐち,24,eco
梅戸井,うめどい,24,eco
大安,だいあん,24,cool
三里,みさと,24,cool
丹生川,にゅうがわ,24,cool
伊勢治田,いせはった,24,cool
東藤原,ひがしふじわら,24,heat
西野尻,にしのじり,24,heat
西藤原,にしふじわら,24,heat
馬道,うまみち,24,eco
西別所,にしべっしょ,24,eco
蓮花寺,れんげじ,24,eco
在良,ありよし,24,eco
星川(三重),ほしかわ,24,eco
七和,ななわ,24,eco
穴太(三重),あのう,24,cool
東員,とういん,24,cool
大泉(三重),おおいずみ,24,cool
楚原,そはら,24,cool
麻生田,おうだ,24,heat
阿下喜,あげき,24,heat
鈴鹿,すずか,24,eco
玉垣,たまがき,24,eco
鈴鹿サーキット稲生,すずかさーきっといのう,24,eco
徳田(三重),とくだ,24,eco
中瀬古,なかせこ,24,cool
伊勢上野,いせうえの,24,cool
河芸,かわげ,24,cool
東一身田,ひがしいしんでん,24,heat
新居,にい,24,eco
西大手,にしおおて,24,eco
上野市,うえのし,24,eco
広小路(三重),ひろこうじ,24,eco
茅町,かやまち,24,eco
桑町,くわまち,24,eco
四十九,しじゅく,24,eco
猪田道,いだみち,24,cool
市部,いちべ,24,cool
依那古,いなこ,24,cool
丸山(三重),まるやま,24,cool
上林,うえばやし,24,heat
比土,ひど,24,heat
彦根,ひこね,25,cool
南彦根,みなみひこね,25,cool
河瀬,かわせ,25,cool
稲枝,いなえ,25,cool
能登川,のとがわ,25,cool
安土,あづち,25,cool
近江八幡,おうみはちまん,25,cool
篠原(滋賀),しのはら,25,cool
野洲,やす,25,eco
守山(滋賀),もりやま,25,eco
栗東,りっとう,25,eco
南草津,みなみくさつ,25,eco
瀬田(滋賀),せた,25,heat
石山,いしやま,25,heat
京阪石山,けいはんいしやま,25,heat
膳所,ぜぜ,25,heat
京阪膳所,けいはんぜぜ,25,heat
大津,おおつ,25,heat
山科,やましな,26,heat
京阪山科,けいはんやましな,26,heat
京都,きょうと,26,heat
大津京,おおつきょう,25,cool
京阪大津京,けいはんおおつきょう,25,cool
唐崎,からさき,25,cool
比叡山坂本,ひえいざんさかもと,25,cool
おごと温泉,おごとおんせん,25,cool
堅田,かたた,25,cool
小野(滋賀),おの,25,cool
和邇,わに,25,cool
蓬莱,ほうらい,25,cool
志賀,しが,25,cool
比良(滋賀),ひら,25,cool
近江舞子,おうみまいこ,25,eco
北小松,きたこまつ,25,eco
近江高島,おうみたかしま,25,eco
安曇川,あどがわ,25,eco
新旭,しんあさひ,25,eco
近江今津,おうみいまづ,25,eco
近江中庄,おうみなかしょう,25,heat
マキノ,まきの,25,heat
永原,ながはら,25,heat
